Geo Point;Geo Shape;gid;num_materiel;type;insee;sens_orientation;orientation;tmjo_tv;tmjo_vl;tmjo_pl;hpm_tv;hps_tv;v85_vl;v85_pl;annee;semaine;orientation_av_2021;cdate;mdate
44.8191729, -0.57825;"{""coordinates"": [-0.57825, 44.8191729], ""type"": ""Point""}";3840;;COMPTAGE_ROUTIER;33063;2;SUD;202;201;0;24;21;20.5;;2022;du lundi 31/01/2022 au dimanche 06/02/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8203569, -0.574417;"{""coordinates"": [-0.574417, 44.8203569], ""type"": ""Point""}";3846;;COMPTAGE_ROUTIER;33063;2;SUD;409;408;0;34;43;18.2;;2022;du lundi 31/01/2022 au dimanche 06/02/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8486729, -0.6111919;"{""coordinates"": [-0.6111919, 44.8486729], ""type"": ""Point""}";3849;;COMPTAGE_ROUTIER;33063;1;EST;892;890;1;138;63;39.7;34.8;2022;du mardi 22/03/2022 au lundi 28/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8487129, -0.611192;"{""coordinates"": [-0.611192, 44.8487129], ""type"": ""Point""}";3850;;COMPTAGE_ROUTIER;33063;2;OUEST;988;985;3;89;114;43.2;44.8;2022;du mardi 22/03/2022 au lundi 28/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8257099, -0.5768299;"{""coordinates"": [-0.5768299, 44.8257099], ""type"": ""Point""}";3851;;COMPTAGE_ROUTIER;33063;2;NORD_OUEST;785;785;0;97;56;35.7;;2022;du mardi 22/03/2022 au lundi 28/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8251179, -0.57615;"{""coordinates"": [-0.57615, 44.8251179], ""type"": ""Point""}";3852;;COMPTAGE_ROUTIER;33063;2;OUEST;2191;2189;2;245;178;29.0;25.0;2022;du mardi 22/03/2022 au lundi 28/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8488139, -0.609558;"{""coordinates"": [-0.609558, 44.8488139], ""type"": ""Point""}";3854;;COMPTAGE_ROUTIER;33063;2;OUEST;1156;1155;1;87;130;31.0;27.0;2022;du mardi 22/03/2022 au lundi 28/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8481929, -0.6101899;"{""coordinates"": [-0.6101899, 44.8481929], ""type"": ""Point""}";3857;;COMPTAGE_ROUTIER;33063;1;NORD;997;996;0;111;88;34.1;;2022;du mardi 22/03/2022 au lundi 28/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8481929, -0.6102299;"{""coordinates"": [-0.6102299, 44.8481929], ""type"": ""Point""}";3858;;COMPTAGE_ROUTIER;33063;2;SUD;373;372;0;37;32;29.9;;2022;du mardi 22/03/2022 au lundi 28/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8732399, -0.6090549;"{""coordinates"": [-0.6090549, 44.8732399], ""type"": ""Point""}";5862;16b094;COMPTAGE_ROUTIER;33075;2;SUD;2656;2651;5;289;288;34.5;29.5;2024;comptage du 06/02/2024 au 12/02/2024;;2024-04-03T11:38:16+02:00;2024-04-05T12:06:41+02:00
44.8727419, -0.6086129;"{""coordinates"": [-0.6086129, 44.8727419], ""type"": ""Point""}";5863;BC0033;COMPTAGE_ROUTIER;33075;1;NORD;2426;2421;6;267;280;38.0;28.6;2024;comptage du 06/02/2024 au 12/02/2024;;2024-04-03T11:38:16+02:00;2024-04-05T12:06:43+02:00
44.8275259, -0.597078;"{""coordinates"": [-0.597078, 44.8275259], ""type"": ""Point""}";5865;15B113;COMPTAGE_ROUTIER;33063;2;SUD;1214;1213;2;136;119;30.5;29.0;2022;comptage du 14/11/2022 au 20/11/2022;;2024-04-03T11:38:16+02:00;2024-04-03T11:38:16+02:00
44.8286399, -0.5741289;"{""coordinates"": [-0.5741289, 44.8286399], ""type"": ""Point""}";4252;;COMPTAGE_ROUTIER;33063;1;NORD_EST;3372;3332;40;256;241;29.7;26.8;2022;du lundi 28/02/2022 au dimanche 06/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8293929, -0.576691;"{""coordinates"": [-0.576691, 44.8293929], ""type"": ""Point""}";4253;;COMPTAGE_ROUTIER;33063;1;NORD;2486;2486;0;366;170;30.3;;2022;du lundi 28/02/2022 au dimanche 06/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8294859, -0.5768159;"{""coordinates"": [-0.5768159, 44.8294859], ""type"": ""Point""}";4254;;COMPTAGE_ROUTIER;33063;2;OUEST;372;367;5;55;24;17.0;17.0;2022;du lundi 28/02/2022 au dimanche 06/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8295889, -0.5783749;"{""coordinates"": [-0.5783749, 44.8295889], ""type"": ""Point""}";4256;;COMPTAGE_ROUTIER;33063;2;SUD;641;631;10;29;75;24.6;25.3;2022;du lundi 28/02/2022 au dimanche 06/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8280009, -0.5764689;"{""coordinates"": [-0.5764689, 44.8280009], ""type"": ""Point""}";4259;;COMPTAGE_ROUTIER;33063;1;EST;1880;1871;8;162;263;28.3;29.2;2022;du lundi 28/02/2022 au dimanche 06/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8282089, -0.579734;"{""coordinates"": [-0.579734, 44.8282089], ""type"": ""Point""}";4260;;COMPTAGE_ROUTIER;33063;2;SUD;2811;2780;31;229;236;27.6;30.8;2022;du lundi 28/02/2022 au dimanche 06/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8270579, -0.578938;"{""coordinates"": [-0.578938, 44.8270579], ""type"": ""Point""}";4262;;COMPTAGE_ROUTIER;33063;1;NORD;498;486;11;56;38;39.5;42.2;2022;du lundi 28/02/2022 au dimanche 06/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8264159, -0.576764;"{""coordinates"": [-0.576764, 44.8264159], ""type"": ""Point""}";4264;;COMPTAGE_ROUTIER;33063;1;NORD;6032;5995;37;562;461;27.8;28.3;2022;du lundi 28/02/2022 au dimanche 06/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8245999, -0.5822589;"{""coordinates"": [-0.5822589, 44.8245999], ""type"": ""Point""}";4267;;COMPTAGE_ROUTIER;33063;1;EST;1131;1120;10;113;118;39.8;45.5;2022;du lundi 28/02/2022 au dimanche 06/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8246399, -0.5822589;"{""coordinates"": [-0.5822589, 44.8246399], ""type"": ""Point""}";4268;;COMPTAGE_ROUTIER;33063;2;OUEST;1077;1024;53;122;96;39.0;37.8;2022;du lundi 28/02/2022 au dimanche 06/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8322689, -0.5821959;"{""coordinates"": [-0.5821959, 44.8322689], ""type"": ""Point""}";4272;;COMPTAGE_ROUTIER;33063;2;SUD;359;354;5;33;46;26.9;27.4;2022;du lundi 28/02/2022 au dimanche 06/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8135309, -0.5819079;"{""coordinates"": [-0.5819079, 44.8135309], ""type"": ""Point""}";4279;;COMPTAGE_ROUTIER;33522;1;NORD;8242;8090;152;824;713;38.1;29.4;2022;du mercredi 22/06/2022 au mardi 28/06/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.7992229, -0.5849459;"{""coordinates"": [-0.5849459, 44.7992229], ""type"": ""Point""}";4282;;COMPTAGE_ROUTIER;33522;1;NORD;1696;1664;33;114;133;34.1;27.8;2022;du mercredi 22/06/2022 au mardi 28/06/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.7990019, -0.586817;"{""coordinates"": [-0.586817, 44.7990019], ""type"": ""Point""}";4284;;COMPTAGE_ROUTIER;33522;1;EST;1587;1550;37;100;167;35.7;36.8;2022;du mercredi 22/06/2022 au mardi 28/06/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.7990809, -0.5888749;"{""coordinates"": [-0.5888749, 44.7990809], ""type"": ""Point""}";4287;;COMPTAGE_ROUTIER;33522;2;OUEST;1739;1700;39;159;132;34.0;27.3;2022;du mercredi 22/06/2022 au mardi 28/06/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.7981419, -0.5888329;"{""coordinates"": [-0.5888329, 44.7981419], ""type"": ""Point""}";4289;;COMPTAGE_ROUTIER;33522;2;OUEST;187;187;0;20;20;38.3;;2022;du mercredi 22/06/2022 au mardi 28/06/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8156439, -0.578937;"{""coordinates"": [-0.578937, 44.8156439], ""type"": ""Point""}";4290;;COMPTAGE_ROUTIER;33522;2;SUD;2407;2264;143;263;226;47.3;38.3;2022;du lundi 28/02/2022 au dimanche 06/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8155489, -0.578838;"{""coordinates"": [-0.578838, 44.8155489], ""type"": ""Point""}";4291;;COMPTAGE_ROUTIER;33522;1;NORD;6386;6245;142;596;565;63.9;51.9;2022;du lundi 28/02/2022 au dimanche 06/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8273639, -0.587613;"{""coordinates"": [-0.587613, 44.8273639], ""type"": ""Point""}";4297;;COMPTAGE_ROUTIER;33063;2;OUEST;97;96;0;8;9;29.3;;2022;du mardi 28/06/2022 au lundi 04/07/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8293249, -0.5834179;"{""coordinates"": [-0.5834179, 44.8293249], ""type"": ""Point""}";4300;;COMPTAGE_ROUTIER;33063;2;SUD;1617;1617;1;136;142;37.1;35.5;2022;du mardi 28/06/2022 au lundi 04/07/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8318959, -0.5827859;"{""coordinates"": [-0.5827859, 44.8318959], ""type"": ""Point""}";4302;;COMPTAGE_ROUTIER;33063;1;EST;271;189;82;15;14;35.2;30.6;2022;du mardi 28/06/2022 au lundi 04/07/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.7856579, -0.5759;"{""coordinates"": [-0.5759, 44.7856579], ""type"": ""Point""}";4307;;COMPTAGE_ROUTIER;33550;2;OUEST;2316;2251;65;285;173;36.7;26.9;2022;du lundi 02/01/2023 au dimanche 08/01/2023;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.7858619, -0.574749;"{""coordinates"": [-0.574749, 44.7858619], ""type"": ""Point""}";4308;;COMPTAGE_ROUTIER;33550;1;EST;2745;2685;60;195;304;44.7;36.6;2022;du lundi 02/01/2023 au dimanche 08/01/2023;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.7859019, -0.574749;"{""coordinates"": [-0.574749, 44.7859019], ""type"": ""Point""}";4309;;COMPTAGE_ROUTIER;33550;2;OUEST;2245;2182;63;279;149;48.8;39.6;2022;du lundi 02/01/2023 au dimanche 08/01/2023;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.7740549, -0.5287869;"{""coordinates"": [-0.5287869, 44.7740549], ""type"": ""Point""}";4314;;COMPTAGE_ROUTIER;33550;1;NORD;4677;4492;185;451;349;45.5;36.0;2022;du mardi 14/06/2022 au lundi 20/06/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.7740549, -0.528827;"{""coordinates"": [-0.528827, 44.7740549], ""type"": ""Point""}";4315;;COMPTAGE_ROUTIER;33550;2;SUD;5055;4841;215;326;404;44.5;38.2;2022;du mardi 14/06/2022 au lundi 20/06/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.7795729, -0.556533;"{""coordinates"": [-0.556533, 44.7795729], ""type"": ""Point""}";4320;;COMPTAGE_ROUTIER;33550;1;NORD;3040;3015;25;307;197;56.1;47.0;2022;du mercredi 11/05/2022 au mardi 17/05/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.7795729, -0.5565729;"{""coordinates"": [-0.5565729, 44.7795729], ""type"": ""Point""}";4321;;COMPTAGE_ROUTIER;33550;2;SUD;3708;3696;11;252;373;52.7;47.6;2022;du mercredi 11/05/2022 au mardi 17/05/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.7789589, -0.556699;"{""coordinates"": [-0.556699, 44.7789589], ""type"": ""Point""}";4322;;COMPTAGE_ROUTIER;33550;1;EST;868;864;4;40;108;36.2;28.5;2022;du mercredi 11/05/2022 au mardi 17/05/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.7789989, -0.5566989;"{""coordinates"": [-0.5566989, 44.7789989], ""type"": ""Point""}";4323;;COMPTAGE_ROUTIER;33550;2;OUEST;1793;1790;3;280;113;29.6;27.4;2022;du mercredi 11/05/2022 au mardi 17/05/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.7801309, -0.565631;"{""coordinates"": [-0.565631, 44.7801309], ""type"": ""Point""}";4324;;COMPTAGE_ROUTIER;33550;1;SUD;372;371;1;20;37;48.4;38.5;2022;du mercredi 11/05/2022 au mardi 17/05/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.7801309, -0.565591;"{""coordinates"": [-0.565591, 44.7801309], ""type"": ""Point""}";4325;;COMPTAGE_ROUTIER;33550;2;NORD;2571;2567;4;339;181;40.5;37.9;2022;du mercredi 11/05/2022 au mardi 17/05/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8038869, -0.507166;"{""coordinates"": [-0.507166, 44.8038869], ""type"": ""Point""}";3864;;COMPTAGE_ROUTIER;33065;2;OUEST;2069;2049;21;336;124;47.9;46.8;2022;du lundi 16/05/2022 au dimanche 22/05/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8559469, -0.567451;"{""coordinates"": [-0.567451, 44.8559469], ""type"": ""Point""}";3865;;COMPTAGE_ROUTIER;33063;1;NORD;894;888;6;83;94;34.5;26.7;2022;du mercredi 09/03/2022 au mardi 15/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8454819, -0.576012;"{""coordinates"": [-0.576012, 44.8454819], ""type"": ""Point""}";3868;;COMPTAGE_ROUTIER;33063;2;SUD;1609;1608;1;130;108;17.0;17.0;2022;du jeudi 31/03/2022 au mercredi 06/04/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.9027289, -0.5240119;"{""coordinates"": [-0.5240119, 44.9027289], ""type"": ""Point""}";3871;;COMPTAGE_ROUTIER;33032;1;NORD;2260;2175;84;121;257;67.0;64.0;2022;du lundi 30/05/2022 au dimanche 05/06/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.9027289, -0.524052;"{""coordinates"": [-0.524052, 44.9027289], ""type"": ""Point""}";3872;;COMPTAGE_ROUTIER;33032;2;SUD;2455;2365;90;292;151;63.9;58.1;2022;du lundi 30/05/2022 au dimanche 05/06/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.9022389, -0.524589;"{""coordinates"": [-0.524589, 44.9022389], ""type"": ""Point""}";3873;;COMPTAGE_ROUTIER;33032;1;NORD;266;159;107;19;3;37.2;32.1;2022;du lundi 30/05/2022 au dimanche 05/06/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.9011479, -0.523836;"{""coordinates"": [-0.523836, 44.9011479], ""type"": ""Point""}";3875;;COMPTAGE_ROUTIER;33032;1;EST;813;808;5;74;61;38.5;25.4;2022;du lundi 30/05/2022 au dimanche 05/06/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.9009049, -0.5246159;"{""coordinates"": [-0.5246159, 44.9009049], ""type"": ""Point""}";3877;;COMPTAGE_ROUTIER;33032;1;NORD;2805;2631;174;161;269;57.0;48.3;2022;du lundi 30/05/2022 au dimanche 05/06/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8416089, -0.533369;"{""coordinates"": [-0.533369, 44.8416089], ""type"": ""Point""}";3879;;COMPTAGE_ROUTIER;33167;1;NORD;371;368;2;28;34;44.6;41.0;2022;du mercredi 09/03/2022 au mardi 15/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8588649, -0.631475;"{""coordinates"": [-0.631475, 44.8588649], ""type"": ""Point""}";3882;;COMPTAGE_ROUTIER;33063;2;SUD;653;651;3;74;55;38.8;30.3;2022;du jeudi 15/09/2022 au mercredi 21/09/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.7763219, -0.619099;"{""coordinates"": [-0.619099, 44.7763219], ""type"": ""Point""}";3886;;COMPTAGE_ROUTIER;33192;2;OUEST;587;582;5;35;53;56.0;72.0;2022;du mardi 01/02/2022 au lundi 07/02/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8801139, -0.5496999;"{""coordinates"": [-0.5496999, 44.8801139], ""type"": ""Point""}";4169;;COMPTAGE_ROUTIER;33063;1;EST;194;193;1;28;14;32.0;32.5;2022;du mardi 17/05/2022 au lundi 23/05/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8801539, -0.5496999;"{""coordinates"": [-0.5496999, 44.8801539], ""type"": ""Point""}";4170;;COMPTAGE_ROUTIER;33063;2;OUEST;224;223;0;27;15;28.7;;2022;du mardi 17/05/2022 au lundi 23/05/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8802339, -0.549303;"{""coordinates"": [-0.549303, 44.8802339], ""type"": ""Point""}";4171;;COMPTAGE_ROUTIER;33063;1;EST;185;184;1;26;14;29.8;17.0;2022;du mardi 17/05/2022 au lundi 23/05/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8802739, -0.5493029;"{""coordinates"": [-0.5493029, 44.8802739], ""type"": ""Point""}";4172;;COMPTAGE_ROUTIER;33063;2;OUEST;230;230;1;22;17;28.7;17.0;2022;du mardi 17/05/2022 au lundi 23/05/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8435939, -0.5065769;"{""coordinates"": [-0.5065769, 44.8435939], ""type"": ""Point""}";4174;;COMPTAGE_ROUTIER;33167;2;OUEST;15720;15163;558;1330;1053;67.9;65.0;2022;du jeudi 31/03/2022 au mercredi 06/04/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8435939, -0.5065769;"{""coordinates"": [-0.5065769, 44.8435939], ""type"": ""Point""}";4175;;COMPTAGE_ROUTIER;33167;2;OUEST;17928;17246;682;1514;1320;67.3;65.3;2022;du jeudi 07/04/2022 au mercredi 13/04/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8423309, -0.511667;"{""coordinates"": [-0.511667, 44.8423309], ""type"": ""Point""}";4177;;COMPTAGE_ROUTIER;33167;1;NORD;4559;4508;51;365;500;45.2;38.1;2022;du lundi 20/06/2022 au dimanche 26/06/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8410269, -0.512554;"{""coordinates"": [-0.512554, 44.8410269], ""type"": ""Point""}";4179;;COMPTAGE_ROUTIER;33167;1;NORD;4300;4249;51;315;523;68.6;66.7;2022;du lundi 20/06/2022 au dimanche 26/06/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.9031699, -0.6722899;"{""coordinates"": [-0.6722899, 44.9031699], ""type"": ""Point""}";4187;;COMPTAGE_ROUTIER;33519;2;SUD;1258;1258;0;335;60;37.8;;2022;du mercredi 11/05/2022 au mardi 17/05/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.9084979, -0.6851189;"{""coordinates"": [-0.6851189, 44.9084979], ""type"": ""Point""}";4188;;COMPTAGE_ROUTIER;33519;1;NORD;304;302;1;19;37;39.0;29.9;2022;du mercredi 11/05/2022 au mardi 17/05/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.9084979, -0.685159;"{""coordinates"": [-0.685159, 44.9084979], ""type"": ""Point""}";4189;;COMPTAGE_ROUTIER;33519;2;SUD;697;696;1;119;74;43.8;37.0;2022;du mercredi 11/05/2022 au mardi 17/05/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.9066229, -0.67547;"{""coordinates"": [-0.67547, 44.9066229], ""type"": ""Point""}";4191;;COMPTAGE_ROUTIER;33519;2;OUEST;335;334;1;21;35;38.6;62.5;2022;du mercredi 11/05/2022 au mardi 17/05/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.9034819, -0.673696;"{""coordinates"": [-0.673696, 44.9034819], ""type"": ""Point""}";4192;;COMPTAGE_ROUTIER;33519;1;NORD;459;458;1;60;44;32.5;29.8;2022;du mercredi 11/05/2022 au mardi 17/05/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.9023149, -0.6813979;"{""coordinates"": [-0.6813979, 44.9023149], ""type"": ""Point""}";4194;;COMPTAGE_ROUTIER;33519;1;NORD;1910;1907;4;91;314;39.2;43.0;2022;du mercredi 11/05/2022 au mardi 17/05/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.9023149, -0.681438;"{""coordinates"": [-0.681438, 44.9023149], ""type"": ""Point""}";4195;;COMPTAGE_ROUTIER;33519;2;SUD;1797;1792;5;313;134;43.5;31.0;2022;du mercredi 11/05/2022 au mardi 17/05/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.9040139, -0.6802719;"{""coordinates"": [-0.6802719, 44.9040139], ""type"": ""Point""}";4198;;COMPTAGE_ROUTIER;33519;1;NORD;1538;1534;4;125;280;36.7;28.9;2022;du mercredi 11/05/2022 au mardi 17/05/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8788329, -0.499498;"{""coordinates"": [-0.499498, 44.8788329], ""type"": ""Point""}";4205;;COMPTAGE_ROUTIER;33249;2;SUD;2674;2636;38;350;201;30.8;27.5;2022;du lundi 28/02/2022 au dimanche 06/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8777099, -0.5312039;"{""coordinates"": [-0.5312039, 44.8777099], ""type"": ""Point""}";4209;;COMPTAGE_ROUTIER;33249;2;OUEST;2642;2635;7;204;252;29.4;28.0;2022;du lundi 28/02/2022 au dimanche 06/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8488449, -0.663723;"{""coordinates"": [-0.663723, 44.8488449], ""type"": ""Point""}";4218;;COMPTAGE_ROUTIER;33281;1;EST;6926;6709;218;427;738;48.7;43.2;2022;du vendredi 04/02/2022 au jeudi 10/02/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8155919, -0.602908;"{""coordinates"": [-0.602908, 44.8155919], ""type"": ""Point""}";4224;;COMPTAGE_ROUTIER;33522;1;NORD;9633;9541;92;633;636;48.8;46.3;2022;du vendredi 08/04/2022 au jeudi 14/04/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.7919059, -0.668096;"{""coordinates"": [-0.668096, 44.7919059], ""type"": ""Point""}";4231;;COMPTAGE_ROUTIER;33318;1;NORD;550;548;2;123;36;40.1;27.6;2022;du mardi 21/06/2022 au lundi 27/06/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.9096689, -0.743601;"{""coordinates"": [-0.743601, 44.9096689], ""type"": ""Point""}";4237;;COMPTAGE_ROUTIER;33376;1;NORD;2974;2910;65;208;209;63.3;50.0;2022;du lundi 25/07/2022 au dimanche 31/07/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.9096689, -0.743641;"{""coordinates"": [-0.743641, 44.9096689], ""type"": ""Point""}";4240;;COMPTAGE_ROUTIER;33376;2;SUD;4238;4170;67;459;328;49.5;48.5;2022;du mercredi 22/06/2022 au mardi 28/06/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.9015399, -0.7450439;"{""coordinates"": [-0.7450439, 44.9015399], ""type"": ""Point""}";4242;;COMPTAGE_ROUTIER;33449;2;SUD;1119;1069;50;116;88;52.0;45.6;2022;du mardi 22/03/2022 au lundi 28/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8261029, -0.587998;"{""coordinates"": [-0.587998, 44.8261029], ""type"": ""Point""}";4243;;COMPTAGE_ROUTIER;33063;1;NORD_EST;292;131;161;7;9;46.6;28.3;2022;du lundi 28/02/2022 au dimanche 06/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8261429, -0.588038;"{""coordinates"": [-0.588038, 44.8261429], ""type"": ""Point""}";4244;;COMPTAGE_ROUTIER;33063;2;SUD_OUEST;5273;5070;202;415;322;36.1;28.7;2022;du lundi 28/02/2022 au dimanche 06/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8294049, -0.5808279;"{""coordinates"": [-0.5808279, 44.8294049], ""type"": ""Point""}";4247;;COMPTAGE_ROUTIER;33063;2;SUD;3230;3206;24;244;368;30.0;26.2;2022;du lundi 28/02/2022 au dimanche 06/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8310329, -0.5771309;"{""coordinates"": [-0.5771309, 44.8310329], ""type"": ""Point""}";4250;;COMPTAGE_ROUTIER;33063;1;NORD;3529;3529;1;373;246;17.5;17.0;2022;du lundi 28/02/2022 au dimanche 06/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8513569, -0.5842159;"{""coordinates"": [-0.5842159, 44.8513569], ""type"": ""Point""}";3747;;COMPTAGE_ROUTIER;33003;2;SUD;1387;1383;4;179;123;31.8;25.3;2022;du jeudi 31/03/2022 au mercredi 06/04/2022;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8507199, -0.5841369;"{""coordinates"": [-0.5841369, 44.8507199], ""type"": ""Point""}";3748;;COMPTAGE_ROUTIER;33003;2;SUD_EST;7202;7113;89;767;546;38.7;33.4;2022;du jeudi 31/03/2022 au mercredi 06/04/2022;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8638019, -0.591892;"{""coordinates"": [-0.591892, 44.8638019], ""type"": ""Point""}";3750;;COMPTAGE_ROUTIER;33003;1;EST;3511;3499;12;377;254;34.2;35.3;2022;du jeudi 31/03/2022 au mercredi 06/04/2022;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8638419, -0.591892;"{""coordinates"": [-0.591892, 44.8638419], ""type"": ""Point""}";3751;;COMPTAGE_ROUTIER;33003;2;OUEST;5347;5328;19;539;601;38.7;37.9;2022;du jeudi 31/03/2022 au mercredi 06/04/2022;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
